Files,Contact,Client,Site,Student,Status,Time,Money,Other,Academic,Accommodation,Completed
New,Outreach,KB Student,Potterow,,,26/11/2013 00:00:00,,C Card;,,,TRUE
New,Outreach,KB Student,Potterow,,,26/11/2013 00:00:00,,C Card;,,,TRUE
New,Outreach,KB Student,Potterow,,,26/11/2013 00:00:00,,C Card;,,,TRUE
New,Outreach,KB Student,Potterow,,,26/11/2013 00:00:00,,C Card;,,,TRUE
New,Outreach,KB Student,Potterow,,,26/11/2013 00:00:00,,C Card;,,,TRUE
New,Outreach,KB Student,Potterow,,,26/11/2013 00:00:00,,C Card;,,,TRUE
New,Outreach,KB Student,Potterow,,,26/11/2013 00:00:00,,C Card;,,,TRUE
New,Outreach,KB Student,Potterow,,,26/11/2013 00:00:00,,C Card;,,,TRUE
New,Outreach,KB Student,Potterow,,,26/11/2013 00:00:00,,C Card;,,,TRUE
New,Outreach,KB Student,Potterow,,,26/11/2013 00:00:00,,C Card;,,,TRUE
New,Outreach,KB Student,Potterow,,,26/11/2013 00:00:00,,C Card;,,,TRUE
New,Outreach,KB Student,Potterow,,,26/11/2013 00:00:00,,C Card;,,,TRUE
New,Outreach,KB Student,Potterow,,,26/11/2013 00:00:00,,C Card;,,,TRUE
Existing,Outreach,KB Student,Potterow,,,26/11/2013 00:00:00,,C Card;,,,TRUE
Existing,Outreach,KB Student,Potterow,,,26/11/2013 00:00:00,,C Card;,,,TRUE
Existing,Outreach,KB Student,Potterow,,,26/11/2013 00:00:00,,C Card;,,,TRUE
New,Outreach,KB Student,Potterow,,,26/11/2013 00:00:00,Budgeting;,,,,TRUE
New,Visit,,Potterow,Research,Int'l,26/11/2013 00:00:00,,Uni Info;Health;Immigration;EUSA/TAP info ;,,Tenancy;Accom search ;,TRUE
Existing,Phone,,Potterow,,,26/11/2013 00:00:00,Discretionary Fund;,,,,TRUE
New,Visit,ECA,Potterow,UG,Home,26/11/2013 00:00:00,,,Change of Program;,,FALSE
New,Visit,GS Student,Potterow,UG,EU,26/11/2013 00:00:00,,Personal;,Special Circumstances;,,FALSE
New,Phone,,Potterow,UG,EU,26/11/2013 00:00:00,,,,Council Tax;,FALSE
Existing,Visit,,Potterow,UG,Home,26/11/2013 00:00:00,,C Card;,,,FALSE
,Visit,,Potterow,,,26/11/2013 18:18:02,,Uni Info;,,,TRUE
Existing,Email,GS Student,Potterow,Research,Int'l,25/11/2013 00:00:00,,,Complaint (Academic) ;,,FALSE
Existing,Visit,,Potterow,,,27/11/2013 10:35:44,,C Card;,,,TRUE
New,Phone,,Potterow,UG,Home,27/11/2013 10:52:02,,,Special Circumstances;,,FALSE
Existing,Email,GS Student,Potterow,Research,EU,27/11/2013 00:00:00,,,Academic Appeal;,,FALSE
New,Email,,Potterow,,,27/11/2013 00:00:00,,Consumer;,,,TRUE
New,Email,ECA,Potterow,UG,,27/11/2013 00:00:00,Funding;,,,,TRUE
New,Email,H'Rood Student,Potterow,UG,,27/11/2013 00:00:00,,Uni Info;,Academic other;,,FALSE
Existing,Visit,,Potterow,UG,Home,27/11/2013 00:00:00,Discretionary Fund;Funding;,,,,FALSE
Existing,Email,,Potterow,,Home,27/11/2013 00:00:00,Funding;,,,,FALSE
Existing,Phone,,Potterow,,Home,27/11/2013 00:00:00,Discretionary Fund;,,,,TRUE
New,Visit,,Potterow,UG,Home,27/11/2013 12:29:50,Discretionary Fund;,,,,TRUE
New,,,Potterow,,,27/11/2013 00:00:00,,C Card;,,,TRUE
New,Phone,Staff,Potterow,,,27/11/2013 00:00:00,,,Discipline;,,TRUE
Existing,Email,,Potterow,,Home,27/11/2013 00:00:00,Funding;,,,,TRUE
Existing,Visit,GS Student,Potterow,UG,Home,27/11/2013 00:00:00,Discretionary Fund;,,,,TRUE
Existing,,,Potterow,,,27/11/2013 00:00:00,,C Card;,,,TRUE
New,Phone,Parent/guardian of student ,Potterow,,,27/11/2013 00:00:00,,Uni Info;Personal;,,,TRUE
New,Visit,,Potterow,,,27/11/2013 13:54:14,,,,Council Tax;,TRUE
New,Visit,,Potterow,,,27/11/2013 00:00:00,Discretionary Fund;,,,,FALSE
New,Visit,,Potterow,,,27/11/2013 00:00:00,,C Card;,,,TRUE
Existing,Visit,,Potterow,,,27/11/2013 00:00:00,,C Card;,,,TRUE
Existing,Visit,GS Student,Potterow,Research,Int'l,27/11/2013 00:00:00,,Uni Info;Personal;,Interruption of Studies;Supervision;,,FALSE
Existing,Visit,KB Student,Potterow,UG,Home,27/11/2013 00:00:00,,,Special Circumstances;,,FALSE
Existing,Visit,KB Student,Potterow,UG,Home,27/11/2013 00:00:00,,Disability;,,,FALSE
New,Visit,GS Student,Potterow,PG Taught,EU,27/11/2013 00:00:00,,,Academic Appeal;Supervision;,,FALSE
New,Visit,,Potterow,,Int'l,27/11/2013 00:00:00,,Uni Info;,,,TRUE
Existing,Email,KB Student,Potterow,Research,,27/11/2013 00:00:00,,,Complaint (Academic) ;,,FALSE
Existing,Visit,,Potterow,UG,Home,27/11/2013 00:00:00,Small Loans;,,,,TRUE
New,Email,,Potterow,Research,,28/11/2013 09:53:19,Childcare;,,,,TRUE
New,Email,GS Student,Potterow,UG,Int'l,28/11/2013 00:00:00,Discretionary Fund;Funding;,Disability;,,,FALSE
New,Email,,Potterow,UG,EU,28/11/2013 10:22:36,,,,Tenancy;Admin fees;,TRUE
Existing,Email,,Potterow,,,28/11/2013 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Visit,,Potterow,UG,Int'l,28/11/2013 10:55:08,Fees;Funding;,,Interruption of Studies;Withdrawal/Transfer;Special Circumstances;,Admin fees;,FALSE
Existing,Email,GS Student,Potterow,Research,Int'l,27/11/2013 00:00:00,,,Academic other;Complaint (Academic) ;,,FALSE
New,Visit,GS Student,Potterow,UG,Int'l,28/11/2013 00:00:00,Fees;,,,,FALSE
New,Email,Staff,Potterow,,,28/11/2013 00:00:00,,Legal;,,Tenancy;,TRUE
Existing,Visit,,Potterow,Research,Int'l,28/11/2013 00:00:00,,,,Tenancy;,FALSE
New,Visit,,Potterow,,Int'l,28/11/2013 00:00:00,,Uni Info;,,,TRUE
New,Visit,,Potterow,UG,Int'l,28/11/2013 13:09:55,,Uni Info;,,Tenancy;,TRUE
New,Visit,,Potterow,,Home,28/11/2013 00:00:00,,Uni Info;,,,TRUE
Existing,Email,GS Student,Potterow,Research,Int'l,28/11/2013 00:00:00,,,Academic other;Complaint (Academic) ;,,FALSE
Existing,Visit,,Potterow,,,28/11/2013 13:56:41,,C Card;,,,FALSE
New,Visit,,Potterow,,Home,28/11/2013 00:00:00,,Health;,,,FALSE
New,Visit,,Potterow,PG Taught,EU,28/11/2013 00:00:00,,,,Tenancy;Lease check ;,TRUE
New,Visit,,Potterow,UG,,28/11/2013 00:00:00,,,Special Circumstances;,,FALSE
Existing,Visit,,Potterow,,,28/11/2013 00:00:00,,C Card;,,,FALSE
New,Visit,,Potterow,UG,Home,28/11/2013 00:00:00,Small Loans;,,,,TRUE
New,Visit,,Potterow,UG,Int'l,28/11/2013 00:00:00,Budgeting;,Uni Info;Personal;,,Uni Accom;Admin fees;,TRUE
Existing,Phone,Staff,Potterow,UG,Home,28/11/2013 00:00:00,Small Loans;,,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,Health;,,,TRUE
New,Visit,,Potterow,,,28/11/2013 00:00:00,,,,Tenancy;,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,,,Council Tax;,TRUE
New,Outreach,,Potterow,,,28/11/2013 00:00:00,,,Academic other;,,TRUE
Existing,Outreach,,Potterow,,,28/11/2013 00:00:00,,C Card;,,,FALSE
Existing,Outreach,,Potterow,,,28/11/2013 00:00:00,,C Card;,,,FALSE
Existing,Outreach,,Potterow,,,28/11/2013 00:00:00,,C Card;,,,FALSE
Existing,Visit,,Potterow,,,28/11/2013 00:00:00,,C Card;,,,FALSE
New,Visit,,Potterow,,,28/11/2013 00:00:00,,C Card;,,,FALSE
New,Visit,,Potterow,,,28/11/2013 00:00:00,,C Card;,,,FALSE
New,Visit,ECA,Potterow,,,28/11/2013 00:00:00,,EUSA/TAP info ;,,,FALSE
New,Visit,Public,Potterow,,,28/11/2013 00:00:00,,,,Accom search ;,FALSE
New,Visit,Easter Bush,Potterow,UG,Home,28/11/2013 00:00:00,,Uni Info;,,,TRUE
New,Email,GS Student,Potterow,UG,Home,28/11/2013 00:00:00,,,,Tenancy;,FALSE
Existing,Email,,Potterow,,Home,28/11/2013 00:00:00,,,,Uni Accom;,FALSE
New,Email,,Potterow,,,29/11/2013 09:19:00,,,Complaint (Academic) ;,,FALSE
Existing,Email,,Potterow,PG Taught,Int'l,29/11/2013 00:00:00,,,Discipline;,,FALSE
Existing,Visit,,Potterow,,,29/11/2013 09:47:02,,C Card;,,,FALSE
Existing,Visit,GS Student,Potterow,UG,,29/11/2013 10:10:36,Discretionary Fund;,,,,TRUE
Existing,Email,H'Rood Student,Potterow,UG,Home,29/11/2013 09:27:21,Budgeting;,,,,FALSE
New,Visit,,Potterow,,,29/11/2013 00:00:00,,,,Tenancy;,FALSE
Existing,,Staff,Potterow,,,29/11/2013 00:00:00,,Uni Info;Crime;,,Tenancy;,FALSE
New,Visit,,Potterow,,Int'l,29/11/2013 00:00:00,,,,Tenancy;,TRUE
Existing,Visit,,Potterow,PG Taught,,29/11/2013 00:00:00,Discretionary Fund;,,,,TRUE
New,Visit,,Potterow,UG,Home,29/11/2013 00:00:00,,EUSA/TAP info ;,,,FALSE
New,Phone,,Potterow,,Int'l,29/11/2013 00:00:00,,Consumer;,,,FALSE
Existing,Visit,,Potterow,,,29/11/2013 00:00:00,,C Card;,,,FALSE
New,Visit,,Potterow,UG,Home,29/11/2013 00:00:00,,Uni Info;,,,FALSE
New,Visit,,Potterow,UG,Int'l,29/11/2013 00:00:00,Funding;,,,,FALSE
New,Visit,,Potterow,PG Taught,Int'l,29/11/2013 00:00:00,Discretionary Fund;,,,,FALSE
Existing,Visit,,Potterow,UG,Home,29/11/2013 00:00:00,,C Card;,,,FALSE
Existing,Visit,,Potterow,UG,EU,29/11/2013 00:00:00,,C Card;,,,FALSE
Existing,Email,,Potterow,UG,Home,29/11/2013 13:50:56,,,,Tenancy;Deposits;,TRUE
New,Email,GS Student,Potterow,PG Taught,,29/11/2013 14:04:09,,,Academic Appeal;,,FALSE
Existing,Visit,,Potterow,Research,Int'l,29/11/2013 14:10:34,Discretionary Fund;,,,,FALSE
Existing,Email,,Potterow,PG Taught,Home,29/11/2013 00:00:00,Discretionary Fund;,,,,FALSE
New,Visit,,Potterow,UG,Int'l,29/11/2013 00:00:00,,Tax/NI;,,,TRUE
New,Visit,,Potterow,UG,Home,29/11/2013 00:00:00,,,,Council Tax;,TRUE
Existing,Email,,Potterow,UG,Home,29/11/2013 00:00:00,,,,Council Tax;,FALSE
New,Visit,,Potterow,UG,Home,29/11/2013 00:00:00,Small Loans;,,,,TRUE
New,Visit,,Potterow,PG Taught,Home,29/11/2013 00:00:00,Discretionary Fund;,,,,TRUE
New,Visit,,Potterow,,,29/11/2013 00:00:00,,C Card;,,,TRUE
New,Visit,,Potterow,,,29/11/2013 00:00:00,Budgeting;,,,,TRUE
New,Visit,,Potterow,,,29/11/2013 00:00:00,,C Card;,,,TRUE
New,,,Potterow,,,29/11/2013 00:00:00,,C Card;,,,TRUE
New,Visit,,Potterow,UG,Home,29/11/2013 00:00:00,Discretionary Fund;,,,,TRUE
New,Email,,Potterow,,,02/12/2013 09:17:24,,,Progression;,,FALSE
New,Email,,Potterow,,Home,02/12/2013 00:00:00,,Uni Info;Employment;,,,TRUE
New,Email,,Potterow,,Home,02/12/2013 00:00:00,SAAS/SFE;Fees;,,,,FALSE
New,Visit,,Potterow,,Int'l,02/12/2013 00:00:00,,Health;,,,TRUE
New,Outreach,H'Rood Student,Potterow,,,29/11/2013 00:00:00,,Health;,,,FALSE
New,Outreach,H'Rood Student,Potterow,,,29/11/2013 00:00:00,,Health;,,,FALSE
New,Outreach,H'Rood Student,Potterow,,,29/11/2013 00:00:00,,Health;,,,FALSE
New,Outreach,H'Rood Student,Potterow,,,29/11/2013 00:00:00,,Health;,,,FALSE
New,Outreach,H'Rood Student,Potterow,,,29/11/2013 00:00:00,,Health;,,,FALSE
New,Outreach,H'Rood Student,Potterow,,,29/11/2013 00:00:00,,Health;,,,FALSE
New,Outreach,H'Rood Student,Potterow,,,29/11/2013 00:00:00,,Health;,,,FALSE
New,Outreach,H'Rood Student,Potterow,,,29/11/2013 00:00:00,,Health;,,,FALSE
New,Outreach,H'Rood Student,Potterow,,,29/11/2013 00:00:00,,Health;,,,FALSE
New,Outreach,H'Rood Student,Potterow,,,29/11/2013 00:00:00,,Health;,,,FALSE
New,Outreach,H'Rood Student,Potterow,,,29/11/2013 00:00:00,,Health;,,,FALSE
New,Outreach,H'Rood Student,Potterow,,,29/11/2013 00:00:00,,Health;,,,FALSE
New,Outreach,H'Rood Student,Potterow,,,29/11/2013 00:00:00,,Health;,,,FALSE
New,Outreach,H'Rood Student,Potterow,,,29/11/2013 00:00:00,,Health;,,,FALSE
New,Outreach,H'Rood Student,Potterow,,,29/11/2013 00:00:00,,Health;,,,FALSE
New,Outreach,H'Rood Student,Potterow,,,29/11/2013 00:00:00,,Health;,,,FALSE
New,Outreach,H'Rood Student,Potterow,,,29/11/2013 00:00:00,,Uni Info;,,,FALSE
New,Outreach,H'Rood Student,Potterow,,,29/11/2013 00:00:00,,Uni Info;,,,FALSE
New,Outreach,H'Rood Student,Potterow,,,29/11/2013 00:00:00,,Uni Info;,,,FALSE
New,Outreach,H'Rood Student,Potterow,,,29/11/2013 00:00:00,,Uni Info;,,,FALSE
New,Outreach,H'Rood Student,Potterow,,,29/11/2013 00:00:00,Discretionary Fund;,,,,FALSE
Existing,,,Potterow,,,02/12/2013 09:51:55,,C Card;,,,TRUE
New,Visit,Parent/guardian of student ,Potterow,,,02/12/2013 09:51:40,SAAS/SFE;,,Progression;,,TRUE
New,Visit,,Potterow,UG,Home,02/12/2013 00:00:00,Discretionary Fund;Funding;,,,,TRUE
New,Email,,Potterow,UG,EU,02/12/2013 00:00:00,,EUSA/TAP info ;,,,TRUE
Existing,Email,KB Student,Potterow,Research,,02/12/2013 11:31:27,,,Complaint (Academic) ;,,FALSE
New,Phone,Public,Potterow,,,02/12/2013 11:04:36,,EUSA/TAP info ;,,,TRUE
New,Visit,,Potterow,PG Taught,Home,02/12/2013 00:00:00,,Uni Info;City Info;,,Uni Accom;Accom search ;,TRUE
Existing,Visit,,Potterow,,,02/12/2013 00:00:00,,C Card;,,,TRUE
Existing,Email,GS Student,Potterow,Research,Int'l,02/12/2013 08:56:13,,,Complaint (Academic) ;,,FALSE
Existing,Email,GS Student,Potterow,Research,Int'l,02/12/2013 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Email,,Potterow,,,02/12/2013 00:00:00,,,Withdrawal/Transfer;,,FALSE
New,Email,GS Student,Potterow,UG,,02/12/2013 00:00:00,,Uni Info;,Academic other;,,FALSE
New,Email,,Potterow,,Int'l,02/12/2013 00:00:00,,Employment;Immigration;,,,TRUE
New,Visit,,Potterow,UG,Home,02/12/2013 00:00:00,,,Complaint (Academic) ;,,TRUE
New,Visit,,Potterow,,Int'l,02/12/2013 00:00:00,,,,Accom search ;,TRUE
New,Visit,,Potterow,Research,EU,02/12/2013 00:00:00,,,,Tenancy;,FALSE
Existing,Email,,Potterow,PG Taught,,02/12/2013 00:00:00,,,Academic Appeal;,,FALSE
New,Visit,Little France,Potterow,UG,Home,02/12/2013 00:00:00,SAAS/SFE;Funding;,Uni Info;Personal;,Interruption of Studies;,,FALSE
New,Visit,,Potterow,,EU,02/12/2013 00:00:00,,Uni Info;EUSA/TAP info ;,Academic other;,,FALSE
New,Visit,,Potterow,,EU,02/12/2013 00:00:00,,Uni Info;EUSA/TAP info ;,Academic other;,,FALSE
Existing,Visit,H'Rood Student,Potterow,UG,,02/12/2013 00:00:00,Discretionary Fund;Small Loans;Debt;Budgeting;,,,,FALSE
Existing,Email,KB Student,Potterow,Research,,02/12/2013 00:00:00,,Personal;,Complaint (Academic) ;,,FALSE
Existing,Email,KB Student,Potterow,Research,,02/12/2013 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Visit,ECA,Potterow,UG,Home,02/12/2013 00:00:00,Fees;Funding;,,Withdrawal/Transfer;,Admin fees;,FALSE
Existing,Visit,,Potterow,,,02/12/2013 00:00:00,,C Card;,,,FALSE
New,Visit,,Potterow,UG,Home,02/12/2013 00:00:00,Discretionary Fund;Childcare;Funding;,,,,TRUE
Existing,Phone,ECA,Potterow,Research,Int'l,02/12/2013 00:00:00,,Complaints;,,,FALSE
Existing,Visit,H'Rood Student,Potterow,UG,Home,02/12/2013 14:48:53,Discretionary Fund;,,,,TRUE
Existing,Visit,,Potterow,,,02/12/2013 00:00:00,,C Card;,,,FALSE
New,Phone,,Potterow,,Home,02/12/2013 00:00:00,SAAS/SFE;Fees;,,,,TRUE
New,Visit,Staff,Potterow,,Home,02/12/2013 00:00:00,,,,Tenancy;,TRUE
Existing,Email,KB Student,Potterow,Research,,02/12/2013 00:00:00,,Complaints;,,,FALSE
New,Email,,Potterow,UG,Home,02/12/2013 00:00:00,Funding;,,,,TRUE
Existing,Visit,,Potterow,Research,Int'l,02/12/2013 00:00:00,,Uni Info;,Academic Appeal;,,FALSE
Existing,Email,H'Rood Student,Potterow,PG Taught,EU,02/12/2013 00:00:00,,,Academic Appeal;,,FALSE
Existing,Visit,,Potterow,,,02/12/2013 00:00:00,,C Card;,,,FALSE
Existing,Visit,,Potterow,,,02/12/2013 16:21:08,,C Card;,,,FALSE
New,Email,GS Student,Potterow,UG,,02/12/2013 00:00:00,,Uni Info;,Academic other;,,FALSE
Existing,Visit,,Potterow,,Home,02/12/2013 00:00:00,Discretionary Fund;,,,,FALSE
New,Visit,,Potterow,Research,Int'l,02/12/2013 00:00:00,Discretionary Fund;,,,,TRUE
New,Visit,,Potterow,,,02/12/2013 00:00:00,Discretionary Fund;,,,,FALSE
Existing,Phone,GS Student,Potterow,Other,Int'l,02/12/2013 00:00:00,,,Discipline;,,FALSE
New,Email,,Potterow,UG,Home,02/12/2013 00:00:00,Discretionary Fund;,,,,TRUE
Existing,Visit,,Potterow,,Home,02/12/2013 00:00:00,Late Awards;SAAS/SFE;,,,,TRUE
Existing,Email,GS Student,Potterow,Research,Int'l,02/12/2013 00:00:00,,,Academic other;Complaint (Academic) ;,,FALSE
Existing,Email,Staff,Potterow,,,02/12/2013 00:00:00,,,Academic Appeal;,,FALSE
New,Phone,,Potterow,PG Taught,Int'l,03/12/2013 09:04:02,,,Withdrawal/Transfer;,,FALSE
Existing,Email,,Potterow,Research,,03/12/2013 09:21:05,,,Complaint (Academic) ;,,FALSE
New,Phone,Public,Potterow,,,03/12/2013 00:00:00,SAAS/SFE;,,,,FALSE
New,Email,H'Rood Student,Potterow,PG Taught,Int'l,03/12/2013 00:00:00,,,Academic other;,,FALSE
New,Phone,,Potterow,PG Taught,Int'l,03/12/2013 00:00:00,,,Withdrawal/Transfer;,,FALSE
Existing,Email,,Potterow,PG Taught,EU,03/12/2013 00:00:00,,,Academic Appeal;,,FALSE
New,Visit,H'Rood Student,Potterow,UG,Home,03/12/2013 00:00:00,Discretionary Fund;Funding;,,,,TRUE
New,Email,,Potterow,,Home,03/12/2013 00:00:00,Discretionary Fund;Funding;,,,,TRUE
New,Email,,Potterow,,,03/12/2013 00:00:00,,Health;,,,TRUE
New,Email,,Potterow,UG,Home,03/12/2013 00:00:00,,,,Uni Accom;Accom search ;,TRUE
New,Visit,,Potterow,UG,Home,03/12/2013 00:00:00,,,Special Circumstances;,,FALSE
New,Email,Public,Potterow,,,03/12/2013 11:07:26,,Health;C Card;EUSA/TAP info ;,,,FALSE
New,Email,,Potterow,,Int'l,03/12/2013 00:00:00,,EUSA/TAP info ;,,,FALSE
Existing,Visit,,Potterow,,,03/12/2013 00:00:00,,C Card;,,,TRUE
New,Email,prospective student ,Potterow,,EU,03/12/2013 00:00:00,,,,Accom search ;,TRUE
New,Visit,,Potterow,,,03/12/2013 13:10:31,,C Card;,,,FALSE
Existing,Visit,,Potterow,UG,Home,03/12/2013 00:00:00,Discretionary Fund;,,,,TRUE
New,Visit,,Potterow,UG,Home,03/12/2013 00:00:00,Discretionary Fund;,,,,FALSE
New,Visit,,Potterow,UG,Home,03/12/2013 00:00:00,,Personal;,,,TRUE
Existing,Visit,H'Rood Student,Potterow,UG,Home,03/12/2013 00:00:00,Discretionary Fund;,,,,TRUE
Existing,Visit,,Potterow,UG,Home,03/12/2013 14:16:30,Discretionary Fund;,,,,FALSE
Existing,Visit,GS Student,Potterow,PG Taught,EU,03/12/2013 00:00:00,,,Academic Appeal;,,FALSE
Existing,Visit,GS Student,Potterow,PG Taught,EU,03/12/2013 00:00:00,,,Academic Appeal;,,FALSE
New,Visit,,Potterow,,Home,03/12/2013 00:00:00,,Complaints;Harrassment;EUSA/TAP info ;,,,FALSE
New,Visit,,Potterow,,Home,03/12/2013 00:00:00,,Complaints;Harrassment;EUSA/TAP info ;,,,FALSE
New,Visit,GS Student,Potterow,,Home,03/12/2013 00:00:00,Discretionary Fund;,,,,FALSE
New,Visit,ECA,Potterow,UG,,03/12/2013 00:00:00,,,Change of Program;,,FALSE
New,Visit,,Potterow,,,03/12/2013 00:00:00,,EUSA/TAP info ;,,,FALSE
New,Visit,,Potterow,,Home,03/12/2013 00:00:00,,Consumer;,,,FALSE
New,Visit,,Potterow,UG,Int'l,03/12/2013 00:00:00,,Employment;,,,TRUE
Existing,Visit,,Potterow,,,03/12/2013 00:00:00,,C Card;,,,FALSE
New,Visit,,Potterow,,,03/12/2013 00:00:00,,C Card;,,,FALSE
Existing,Visit,,Potterow,,,03/12/2013 00:00:00,,C Card;,,,FALSE
Existing,Visit,,Potterow,,,03/12/2013 00:00:00,,C Card;,,,FALSE
New,Visit,GS Student,Potterow,UG,Home,03/12/2013 00:00:00,Discretionary Fund;Funding;,,,,FALSE
Existing,Visit,,Potterow,,,03/12/2013 00:00:00,,C Card;,,,FALSE
New,Visit,,Potterow,,,03/12/2013 00:00:00,,C Card;,,,FALSE
New,Visit,,Potterow,,,03/12/2013 00:00:00,,C Card;,,,FALSE
New,Visit,,Potterow,UG,Home,03/12/2013 16:12:46,,C Card;,,,FALSE
New,Visit,,Potterow,PG Taught,EU,03/12/2013 00:00:00,Discretionary Fund;,,,,FALSE
New,Visit,,Potterow,Research,EU,03/12/2013 00:00:00,Discretionary Fund;,,,,FALSE
Existing,Email,H'Rood Student,Potterow,PG Taught,EU,04/12/2013 09:15:34,,,Academic Appeal;,,FALSE
Existing,Email,,Potterow,Other,Int'l,04/12/2013 00:00:00,,,Discipline;,,FALSE
Existing,Visit,,Potterow,,,04/12/2013 10:36:14,,C Card;,,,TRUE
Existing,Email,Easter Bush,Potterow,UG,,04/12/2013 00:00:00,,Uni Info;,Academic other;,,FALSE
,Visit,,Potterow,PG Taught,Int'l,04/12/2013 00:00:00,Fees;Debt;Funding;,Immigration;,,,FALSE
New,Visit,,Potterow,UG,EU,04/12/2013 00:00:00,Discretionary Fund;Small Loans;,Employment;,,,TRUE
New,Email,H'Rood Student,Potterow,PG Taught,Int'l,04/12/2013 00:00:00,,,Academic other;,,FALSE
Existing,Email,,Potterow,Research,,04/12/2013 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Email,H'Rood Student,Potterow,PG Taught,Int'l,04/12/2013 00:00:00,,,Misconduct;,,FALSE
New,Email,,Potterow,UG,Int'l,04/12/2013 00:00:00,,,,Uni Accom;Tenancy;Accom search ;,TRUE
New,Visit,,Potterow,,EU,04/12/2013 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Visit,,Potterow,,EU,04/12/2013 00:00:00,,EUSA/TAP info ;,,,TRUE
Existing,Email,,Potterow,,Int'l,04/12/2013 00:00:00,,,,Tenancy;Accom search ;,TRUE
Existing,Email,H'Rood Student,Potterow,PG Taught,EU,04/12/2013 00:00:00,,,Academic Appeal;,,FALSE
New,Visit,,Potterow,UG,Home,04/12/2013 00:00:00,,,,Tenancy;Accom search ;Deposits;,TRUE
New,Visit,H'Rood Student,Potterow,UG,Home,04/12/2013 00:00:00,Discretionary Fund;Small Loans;,,,,TRUE
Existing,Phone,Staff,Potterow,,,04/12/2013 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Visit,,Potterow,,,04/12/2013 00:00:00,,C Card;,,,TRUE
New,Visit,,Potterow,,,04/12/2013 00:00:00,,C Card;,,,TRUE
Existing,Visit,GS Student,Potterow,Research,Int'l,04/12/2013 13:56:23,,,Complaint (Academic) ;,,FALSE
New,Visit,,Potterow,UG,Home,04/12/2013 14:04:37,,Health;Personal;,,,TRUE
New,Phone,Staff,Potterow,,,04/12/2013 14:08:52,,EUSA/TAP info ;,,,TRUE
New,Visit,,Potterow,UG,Home,04/12/2013 00:00:00,,Consumer;,,,TRUE
New,Visit,,Potterow,,,04/12/2013 00:00:00,Discretionary Fund;,,,,FALSE
New,Visit,GS Student,Potterow,UG,Home,04/12/2013 00:00:00,,Health;Personal;,,,TRUE
New,Visit,,Potterow,UG,Home,04/12/2013 00:00:00,SAAS/SFE;,,,,FALSE
